target_id	length	eff_length	est_counts	tpm
AT1G65980.1	890	711	202.571	366.771
AT1G44000.1	1108	929	38	52.6569
AT1G65940.1	450	271	0	0
AT1G75260.1	1633	1454	4	3.54146
AT1G31900.1	258	79.0036	0	0
AT1G14970.1	1825	1646	4	3.12836
AT1G42320.1	4574	4395	0	0
AT1G14960.1	688	509	3	7.58736
AT1G12670.1	305	126	1	10.2168
AT1G73460.1	3703	3524	29.2581	10.688
AT1G09450.1	2096	1917	1	0.671529
AT1G51355.1	750	571	1	2.2545
AT1G36750.1	1078	899	0	0
AT1G12660.1	414	235	0	0
AT1G75130.1	1660	1481	5	4.34612
AT1G21120.1	1358	1179	0	0
AT1G09740.1	843	664	28	54.2846
AT1G21110.1	1385	1206	5.35831	5.71962
AT1G50900.1	793	614	90.2765	189.275
AT1G37000.1	660	481	0	0
AT1G77330.1	1239	1060	37	44.9348
AT1G80400.1	1747	1568	15.3154	12.5739
AT1G74740.1	2047	1868	13	8.95888
AT1G17370.1	1772	1593	42	33.9407
AT1G09750.1	1578	1399	120	110.421
AT1G75220.1	1944	1765	39	28.4451
AT1G65560.1	1399	1220	3	3.16554
AT1G65570.1	1194	1015	0	0
AT1G49660.1	1103	924	18	25.0777
AT1G36680.1	1123	944	0	0
AT1G21100.1	1384	1205	26.323	28.1213
AT1G29020.1	1695	1516	1	0.849157
AT1G42310.1	1598	1419	0	0
AT1G77310.1	2480	2301	0	0
AT1G44075.1	267	88.0006	0	0
AT1G12610.1	1074	895	0	0
AT1G70820.1	2154	1975	25	16.2952
AT1G70790.2	872	693	8	14.8609
AT1G12640.1	1795	1616	21	16.7288
AT1G12620.1	2407	2228	2	1.15558
AT1G12630.1	587	408	0	0
AT1G65610.1	2115	1936	9	5.98445
AT1G75170.1	1294	1115	18.3559	21.1927
AT1G49680.1	300	121	0	0
AT1G50880.1	840	661	0	0
AT1G36675.1	807	628	0	0
AT1G23180.1	2978	2799	22	10.1183
AT1G09770.1	2934	2755	99	46.2595
AT1G75200.1	2279	2100	8	4.90408
AT1G80390.1	540	361	0	0
AT1G74750.1	2568	2389	7	3.77198
AT1G75210.1	2274	2095	22	13.5184
AT1G44080.1	1044	865	0	0
AT1G65585.1	836	657	0	0
AT1G21140.1	899	720	4	7.15179
AT1G09780.1	1911	1732	73	54.2578
AT1G09790.1	1451	1272	0	0
AT1G09760.1	1190	1011	21	26.7396
AT1G75190.1	846	667	10	19.3002
AT1G49730.1	2237	2058	30.6491	19.1717
AT1G79220.1	1591	1412	2	1.8234
AT1G50870.1	1191	1012	0	0
AT1G65590.1	1922	1743	33	24.3727
AT1G75180.1	1543	1364	40.6441	38.3593
AT1G09800.1	1442	1263	3	3.05777
AT1G50890.1	2877	2698	7	3.33997
AT1G70810.1	720	541	13	30.9338
AT1G21130.1	1365	1186	40.3187	43.7632
AT1G65580.1	3729	3550	39	14.1424
AT1G70800.1	717	538	2	4.78558
AT1G09795.1	1516	1337	27	25.9968
AT1G80380.2	1704	1525	89	75.1289
AT1G55890.1	1455	1276	15	15.1331
AT1G65520.1	962	783	7	11.5086
AT1G49650.1	1383	1204	9	9.62284
AT1G36690.1	2077	1898	0	0
AT1G75230.2	1436	1257	12	12.2895
AT1G44050.1	2253	2074	0	0
AT1G09370.1	540	361	0	0
AT1G50910.1	1927	1748	2.72353	2.00575
AT1G75140.1	2227	2048	6	3.77145
AT1G80370.1	1588	1409	3	2.74093
AT1G36740.1	1888	1709	0	0
AT1G36730.1	2286	2107	38	23.217
AT1G75150.1	2738	2559	2	1.00611
AT1G12580.1	1972	1793	25	17.9493
AT1G36720.1	4404	4225	0	0
AT1G36975.1	4391	4212	0	0
AT1G73850.1	2091	1912	5	3.36643
AT1G17380.1	1133	954	0	0
AT1G31885.1	972	793	3	4.87007
AT1G77360.1	1554	1375	1	0.936234
AT1G44030.1	2407	2228	0	0
AT1G65540.1	2211	2032	20	12.6705
AT1G09380.1	1568	1389	0	0
AT1G44045.1	5031	4852	0	0
AT1G44040.1	1401	1222	0	0
AT1G77470.1	1468	1289	11	10.9857
AT1G36745.1	333	154	0	0
AT1G23190.1	2112	1933	52	34.6305
AT1G12570.1	2027	1848	0	0
AT1G36970.1	1320	1141	0	0
AT1G15980.1	1566	1387	101	93.7415
AT1G77490.1	1596	1417	80	72.6787
AT1G10960.1	654	475	278	753.422
AT1G67130.1	1176	997	0	0
AT1G55900.1	1534	1355	8	7.60042
AT1G15990.1	2130	1951	0	0
AT1G75160.1	1465	1286	0	0
AT1G44060.1	2523	2344	0	0
AT1G49640.1	1192	1013	0	0
AT1G36700.1	564	385	0	0
AT1G36990.1	2837	2658	23	11.1394
AT1G44070.1	3855	3676	0	0
AT1G12600.1	1279	1100	0	0
AT1G42300.1	1052	873	0	0
AT1G09730.1	3386	3207	24	9.63384
AT1G77340.1	1486	1307	0	0
AT1G12650.1	1203	1024	16	20.1144
AT1G70840.1	756	577	0	0
AT1G49700.1	840	661	3	5.84261
AT1G36980.1	678	499	57	147.049
AT1G65550.1	1626	1447	0	0
AT1G21090.1	1313	1134	5	5.67602
AT1G28520.1	2129	1950	13	8.58214
AT1G42290.1	3130	2951	0	0
AT1G79600.1	2490	2311	50	27.852
AT1G36710.1	1294	1115	0	0
AT1G65950.1	1837	1658	3	2.32929
AT1G70850.1	1282	1103	633.718	739.618
AT1G09720.1	2787	2608	0	0
AT1G44085.1	273	94.0001	0	0
AT1G77350.1	813	634	16	32.4876
AT1G80420.1	1510	1331	24	23.2124
AT1G36880.1	1883	1704	0	0
AT1G65930.1	1703	1524	299	252.565
AT1G74930.1	918	739	2	3.48396
AT1G43845.1	597	418	0	0
AT1G51050.1	612	433	0	0
AT1G77410.1	2638	2459	2	1.04703
AT1G74840.1	1190	1011	44	56.0259
AT1G51140.1	1625	1446	14	12.4637
AT1G43850.1	3688	3509	51	18.71
AT1G09550.1	1240	1061	0	0
AT1G51150.1	660	481	0	0
AT1G09640.1	1795	1616	139.442	111.081
AT1G43840.1	2143	1964	0	0
AT1G36840.1	3210	3031	0	0
AT1G10920.1	2847	2668	6	2.89503
AT1G36850.1	1896	1717	0	0
AT1G09540.1	1498	1319	0	0
AT1G71015.1	840	661	0	0
AT1G09630.1	938	759	13	22.049
AT1G42393.1	657	478	0	0
AT1G77400.1	1054	875	1	1.47122
AT1G74860.1	1598	1419	6	5.44322
AT1G73840.1	1455	1276	19	19.1686
AT1G36925.1	525	346	0	0
AT1G74920.1	1843	1664	67	51.8333
AT1G09580.1	921	742	7	12.1445
AT1G79190.1	4067	3888	8	2.64881
AT1G09575.1	1152	973	6	7.93826
AT1G77405.1	1377	1198	0	0
AT1G36927.1	1317	1138	0	0
AT1G09570.1	3829	3650	195	68.7747
AT1G09560.1	942	763	54	91.1079
AT1G74850.1	2977	2798	21	9.66181
AT1G73580.1	507	328	0	0
AT1G43766.1	349	170	0	0
AT1G09590.1	708	529	124.365	302.643
AT1G36830.1	774	595	0	0
AT1G74940.1	1207	1028	12	15.0271
AT1G51010.1	249	70.019	0	0
AT1G65730.1	2371	2192	0	0
AT1G09645.1	751	572	7	15.7539
AT1G36933.1	1802	1623	0	0
AT1G51172.1	2046	1867	0	0
AT1G51175.1	5622	5443	0	0
AT1G70985.1	614	435	0	0
AT1G42440.1	2741	2562	27	13.5666
AT1G51190.1	2136	1957	0	0
AT1G70970.1	1209	1030	0	0
AT1G80470.1	1565	1386	0	0
AT1G51030.1	463	284	0	0
AT1G65710.1	1642	1463	2	1.75984
AT1G09650.1	1478	1299	0	0
AT1G65720.1	815	636	67	135.614
AT1G70980.1	1945	1766	28.2889	20.6211
AT1G43860.1	1373	1194	20	21.5632
AT1G43886.1	6269	6090	4	0.845531
AT1G36800.1	2383	2204	0	0
AT1G71010.1	5205	5026	52	13.3189
AT1G51040.1	1578	1399	0	0
AT1G51160.1	845	666	22	42.5241
AT1G43870.1	888	709	0	0
AT1G20990.1	960	781	1	1.6483
AT1G36810.1	3009	2830	0	0
AT1G65750.1	3668	3489	0	0
AT1G43880.1	1230	1051	0	0
AT1G71000.1	498	319	0	0
AT1G73830.1	939	760	27	45.7338
AT1G51170.1	1435	1256	14	14.3491
AT1G43883.1	5161	4982	0	0
AT1G70990.1	780	601	2	4.28393
AT1G65740.1	1116	937	0	0
AT1G10870.1	2769	2590	15	7.45553
AT1G21000.1	1296	1117	34	39.1844
AT1G79580.1	1534	1355	0	0
AT1G43835.1	783	604	0	0
AT1G21040.1	3352	3173	0	0
AT1G43785.1	5051	4872	0	0
AT1G51130.1	1559	1380	6	5.59705
AT1G31800.1	2070	1891	27	18.3806
AT1G10900.1	2644	2465	18	9.40032
AT1G74900.1	1648	1469	1.21667	1.0662
AT1G21050.1	904	725	29	51.4929
AT1G74890.1	621	442	0	0
AT1G74910.1	1969	1790	73.7833	53.0631
AT1G10910.1	2213	2034	23	14.5567
AT1G42420.1	4887	4708	0	0
AT1G31770.1	2456	2277	16	9.04574
AT1G77380.1	1882	1703	5	3.77957
AT1G51120.1	1059	880	0	0
AT1G51080.1	1009	830	4	6.20396
AT1G51085.1	226	47.5399	0	0
AT1G65845.1	489	310	13	53.9845
AT1G21010.1	818	639	6	12.0875
AT1G43800.1	1401	1222	25	26.3364
AT1G73610.1	1035	856	0	0
AT1G51090.1	767	588	0	0
AT1G42410.1	2347	2168	1	0.593783
AT1G43790.1	523	344	12	44.9066
AT1G54500.1	835	656	73	143.254
AT1G31780.1	2295	2116	27	16.4261
AT1G21020.1	3048	2869	0	0
AT1G65840.1	2183	2004	23	14.7746
AT1G51110.1	1462	1283	49	49.165
AT1G51100.1	886	707	12	21.8499
AT1G43810.1	354	175	0	0
AT1G31790.1	1329	1150	0	0
AT1G36890.1	3810	3631	0	0
AT1G79170.1	255	76.0064	0	0
AT1G65810.1	3153	2974	0	0
AT1G36915.1	1302	1123	0	0
AT1G43775.1	4255	4076	0	0
AT1G74880.1	788	609	62	131.057
AT1G73590.1	2270	2091	13	8.00343
AT1G65760.1	1089	910	0	0
AT1G31814.1	1895	1716	4	3.00075
AT1G42396.1	945	766	0	0
AT1G09620.1	3720	3541	98	35.6277
AT1G36920.1	573	394	0	0
AT1G74870.1	1223	1044	1	1.23307
AT1G43830.1	3745	3566	0	0
AT1G31812.1	641	462	290	808.059
AT1G10880.1	2017	1838	0	0
AT1G09600.1	2145	1966	0	0
AT1G09610.1	1180	1001	2	2.57207
AT1G65770.1	1083	904	0	0
AT1G36910.1	1460	1281	0	0
AT1G79180.1	1112	933	0	0
AT1G43777.1	726	547	0	0
AT1G51060.1	674	495	38.0284	98.8986
AT1G77390.1	1477	1298	1	0.991773
AT1G43780.1	1440	1261	0	0
AT1G31810.1	4209	4030	14	4.47208
AT1G65800.1	2781	2602	9	4.45269
AT1G31760.1	585	406	0	0
AT1G77420.1	1565	1386	5	4.64402
AT1G42430.1	1540	1361	12	11.3504
AT1G65790.1	2532	2353	0	0
AT1G54490.1	3219	3040	36	15.2446
AT1G22540.1	2048	1869	3	2.06633
AT1G73600.2	1759	1580	21.7317	17.7061
AT1G51055.1	486	307	0	0
AT1G10890.1	1254	1075	22	26.3452
AT1G42400.1	657	478	0	0
AT1G65780.1	3198	3019	0	0
AT1G74950.1	1280	1101	5	5.84615
AT1G70960.1	1110	931	0	0
AT1G73530.1	722	543	19	45.0444
AT1G10930.1	3916	3737	6	2.06688
AT1G70900.1	1191	1012	17	21.625
AT1G75020.1	1345	1166	3	3.31215
AT1G65670.1	1449	1270	0	0
AT1G70895.1	856	677	3	5.70453
AT1G31820.1	1728	1549	3	2.4932
AT1G42367.1	453	274	0	0
AT1G73510.1	804	625	0	0
AT1G36756.1	390	211	0	0
AT1G20970.1	4673	4494	58	16.6143
AT1G80440.1	1465	1286	116	116.119
AT1G10800.1	434	255	0	0
AT1G65900.1	1575	1396	5	4.61075
AT1G42365.1	5731	5552	0	0
AT1G79200.1	826	647	7	13.9277
AT1G43930.1	3005	2826	0	0
AT1G74820.1	684	505	0	0
AT1G36763.1	315	136	0	0
AT1G70940.1	2563	2384	214	115.557
AT1G23200.1	1905	1726	7	5.22089
AT1G15940.1	3289	3110	38	15.7293
AT1G42375.1	5735	5556	0	0
AT1G36770.1	4106	3927	0	0
AT1G50960.1	1011	832	0	0
AT1G79590.1	1139	960	17	22.7963
AT1G70910.1	486	307	0	0
AT1G10810.1	1253	1074	1	1.19862
AT1G70920.1	1037	858	1	1.50037
AT1G42370.1	1860	1681	0	0
AT1G51290.1	1134	955	0	0
AT1G75010.1	2493	2314	9	5.00687
AT1G43940.1	516	337	0	0
AT1G21060.1	1537	1358	24	22.7509
AT1G31830.1	1953	1774	5	3.6283
AT1G15950.1	1401	1222	55.8594	58.8453
AT1G70870.1	420	241	0	0
AT1G10790.1	1011	832	0	0
AT1G43970.1	720	541	0	0
AT1G65920.1	3276	3097	18	7.48201
AT1G75060.1	1153	974	2	2.64337
AT1G22850.1	1283	1104	61.8416	72.1105
AT1G65640.1	1572	1393	0	0
AT1G51310.1	1769	1590	7	5.66745
AT1G36936.1	972	793	0	0
AT1G70880.1	746	567	9	20.4337
AT1G31840.1	2523	2344	0	0
AT1G65630.1	1680	1501	0	0
AT1G54450.1	1838	1659	2	1.55192
AT1G21065.1	799	620	56	116.274
AT1G74800.1	2391	2212	11	6.40169
AT1G65650.1	1289	1110	13	15.0767
AT1G31835.1	626	447	0	0
AT1G42360.1	1851	1672	0	0
AT1G74810.1	2052	1873	4	2.74922
AT1G43950.1	669	490	0	0
AT1G75030.1	909	730	1	1.76345
AT1G73500.1	1439	1260	5	5.10842
AT1G55610.1	3925	3746	4	1.37461
AT1G65890.1	1926	1747	1	0.736876
AT1G65660.1	1857	1678	41	31.4542
AT1G70890.1	818	639	98	197.43
AT1G51300.1	639	460	0	0
AT1G75040.1	980	801	2	3.21429
AT1G65910.1	2094	1915	0	0
AT1G43960.1	4835	4656	0	0
AT1G70885.1	309	130	1	9.90247
AT1G75050.1	741	562	0	0
AT1G73480.1	2039	1860	70	48.4476
AT1G80450.1	854	675	2	3.81429
AT1G70950.1	1644	1465	2	1.75744
AT1G15900.1	342	163	1	7.89768
AT1G43890.1	994	815	40	63.1814
AT1G09510.1	1078	899	0	0
AT1G09665.1	498	319	0	0
AT1G77460.1	7084	6905	21	3.9151
AT1G15910.1	2453	2274	17.5137	9.91459
AT1G09500.1	1150	971	0	0
AT1G74970.1	958	779	105	173.516
AT1G42380.1	2287	2108	0	0
AT1G73810.1	1452	1273	0	0
AT1G09520.1	1105	926	7	9.73137
AT1G51200.1	1035	856	161	242.125
AT1G74990.1	608	429	0	0
AT1G43895.1	1077	898	0	0
AT1G80460.1	1959	1780	80	57.8571
AT1G09490.1	1139	960	18	24.1373
AT1G09530.1	1957	1778	11	7.96431
AT1G20980.1	4014	3835	36	12.0844
AT1G65680.1	822	643	0	0
AT1G65690.1	1026	847	10	15.1986
AT1G09660.1	1387	1208	16	17.0506
AT1G73820.1	863	684	12	22.5846
AT1G74960.2	2285	2106	74	45.2335
AT1G51000.1	219	41.1625	0	0
AT1G73570.1	1815	1636	2	1.57374
AT1G42390.1	3102	2923	0	0
AT1G50990.1	1524	1345	0	0
AT1G73540.1	946	767	15	25.1758
AT1G73550.1	509	330	1	3.90097
AT1G10850.1	2743	2564	9.0785	4.55809
AT1G77450.1	1117	938	12	16.4689
AT1G42385.1	318	139	0	0
AT1G77440.1	1002	823	34	53.1822
AT1G73560.1	532	353	0	0
AT1G09680.1	1824	1645	1	0.782566
AT1G22860.1	3255	3076	9	3.76655
AT1G51210.1	1302	1123	0	0
AT1G36795.1	2869	2690	0	0
AT1G65875.1	1618	1439	0	0
AT1G43910.1	1624	1445	2	1.78176
AT1G65870.1	570	391	0	0
AT1G09470.1	1214	1035	3	3.73137
AT1G15930.2	825	646	152	302.899
AT1G65880.1	1748	1569	0	0
AT1G51250.1	672	493	0	0
AT1G50970.1	1710	1531	5	4.20419
AT1G36790.1	2759	2580	0	0
AT1G74830.1	1711	1532	0	0
AT1G73805.1	1690	1511	1	0.851967
AT1G51260.1	1344	1165	0	0
AT1G09460.1	1263	1084	12	14.2508
AT1G43920.1	686	507	0	0
AT1G31817.1	1216	1037	7	8.68973
AT1G51240.1	384	205	0	0
AT1G65860.1	1591	1412	11.6709	10.6404
AT1G54460.1	1465	1286	18	18.0185
AT1G51220.1	1303	1124	0	0
AT1G09483.1	339	160	0	0
AT1G15920.2	1629	1450	19	16.8684
AT1G75000.1	846	667	1	1.93002
AT1G43897.1	510	331	0	0
AT1G09486.1	1302	1123	0	0
AT1G09690.1	759	580	262.635	582.923
AT1G36775.1	2223	2044	0	0
AT1G51230.1	409	230	0	0
AT1G09700.1	1688	1509	14	11.9433
AT1G42377.1	2121	1942	0	0
AT1G10830.1	1308	1129	19	21.6644
AT1G43900.1	1249	1070	18	21.6559
AT1G49710.1	2004	1825	18	12.6969
AT1G50980.1	1113	934	0	0
AT1G09480.1	1110	931	0	0
AT1G49630.1	3582	3403	18	6.80922
AT1G42280.1	370	191	0	0
AT1G14550.1	966	787	0	0
AT1G21340.1	783	604	0	0
AT1G07440.1	1005	826	6	9.351
AT1G47950.1	6466	6287	0	0
AT1G14560.1	1826	1647	5	3.90808
AT1G07450.1	975	796	0	0
AT1G69190.1	1699	1520	0	0
AT1G07430.1	1817	1638	1	0.785911
AT1G16280.1	1476	1297	8	7.9403
AT1G49430.1	2327	2148	19	11.3869
AT1G07460.1	777	598	0	0
AT1G47930.1	1041	862	0	0
AT1G47920.1	1140	961	0	0
AT1G14570.2	1793	1614	28	22.3327
AT1G14540.1	1219	1040	0	0
AT1G07470.1	1538	1359	10.7638	10.1961
AT1G47940.1	843	664	0	0
AT1G23120.1	713	534	2	4.82143
AT1G13200.1	1308	1129	0	0
AT1G23130.1	772	593	289	627.379
AT1G69180.1	934	755	0	0
AT1G16270.1	3953	3774	26	8.86867
AT1G13195.1	1224	1045	8	9.85509
AT1G42060.1	2727	2548	0	0
AT1G69110.1	259	80.003	0	0
AT1G69120.1	1228	1049	0	0
AT1G55680.1	1960	1781	67	48.4282
AT1G13190.1	2179	2000	36	23.1718
AT1G70530.1	1941	1762	21	15.3427
AT1G21323.1	387	208	0	0
AT1G73240.1	2022	1843	7	4.88945
AT1G73230.1	901	722	106	188.997
AT1G17580.1	4960	4781	43	11.5781
AT1G16250.1	1824	1645	7	5.47796
AT1G69160.1	1375	1196	66	71.0395
AT1G69170.1	1829	1650	8	6.24156
AT1G21330.1	981	802	0	0
AT1G70520.1	2194	2015	20	12.7774
AT1G16260.1	2387	2208	5	2.91513
AT1G21326.1	720	541	0	0
AT1G69150.1	1554	1375	0	0
AT1G14580.1	1950	1771	15	10.9033
AT1G69140.1	353	174	0	0
AT1G70540.1	741	562	0	0
AT1G13210.1	4065	3886	13	4.30653
AT1G73220.1	1857	1678	3	2.30153
AT1G07500.1	225	46.6066	0	0
AT1G76070.1	1230	1051	0	0
AT1G07490.1	642	463	5	13.902
AT1G70505.1	1077	898	3	4.30063
AT1G13245.1	579	400	94	302.521
AT1G21380.1	1956	1777	17	12.3154
AT1G76080.1	1257	1078	201	240.029
AT1G21370.1	1612	1433	13	11.6784
AT1G13250.1	1441	1262	9	9.18058
AT1G13260.1	1575	1396	51	47.0297
AT1G21395.1	375	196	0	0
AT1G73177.1	432	253	6	30.5294
AT1G73175.1	1536	1357	0	0
AT1G70510.1	1368	1189	0	0
AT1G55860.1	12134	11955	83.6673	9.00934
AT1G73180.1	1912	1733	25	18.5707
AT1G21390.1	1164	985	4	5.2277
AT1G70500.1	1407	1228	0	0
AT1G76060.1	751	572	8.08489	18.1955
AT1G73190.1	1179	1000	0	0
AT1G42040.1	570	391	0	0
AT1G76090.1	1373	1194	30	32.3448
AT1G47910.1	3429	3250	0	0
AT1G73210.1	1814	1635	1	0.787353
AT1G49800.1	575	396	0	0
AT1G47900.1	3391	3212	26	10.4204
AT1G47915.1	222	43.8484	0	0
AT1G14530.1	1454	1275	5	5.04832
AT1G42050.1	3209	3030	0	0
AT1G07473.1	924	745	0	0
AT1G16290.1	1445	1266	0	0
AT1G47890.1	3060	2881	0	0
AT1G13230.1	1428	1249	0	0
AT1G76110.1	1383	1204	14	14.9689
AT1G76100.1	782	603	180	384.275
AT1G73200.1	2485	2306	15	8.37373
AT1G07476.1	747	568	0	0
AT1G17430.1	1136	957	9	12.1065
AT1G07480.1	1972	1793	13.2362	9.50322
AT1G21360.1	1055	876	3	4.40864
AT1G17560.1	880	701	3	5.50922
AT1G76120.1	1714	1535	1	0.838646
AT1G72010.1	1709	1530	24	20.1933
AT1G49440.1	2074	1895	0	0
AT1G71990.1	1432	1253	3	3.08217
AT1G07350.1	1456	1277	213	214.722
AT1G62760.1	939	760	2	3.38769
AT1G76200.1	559	380	81	274.403
AT1G07340.1	1686	1507	0	0
AT1G76190.1	372	193	1	6.67006
AT1G17240.1	2302	2123	1	0.606369
AT1G47960.1	1528	1349	14	13.3599
AT1G76185.1	854	675	2	3.81429
AT1G17230.1	3577	3398	7	2.65193
AT1G77700.1	1071	892	0	0
AT1G13120.1	2427	2248	12	6.87182
AT1G49780.1	1414	1235	9	9.38129
AT1G70580.1	1795	1616	14	11.1525
AT1G76210.1	1032	853	0	0
AT1G07360.1	1689	1510	25	21.3133
AT1G49520.1	1337	1158	1	1.11168
AT1G77720.1	2753	2574	4	2.0005
AT1G72000.1	1500	1321	0	0
AT1G77710.1	647	468	49	134.784
AT1G07330.1	2058	1879	0	0
AT1G17250.1	2271	2092	0	0
AT1G47970.1	924	745	42	72.5738
AT1G69070.1	2815	2636	17.6299	8.60977
AT1G71970.1	1000	821	30	47.0398
AT1G48010.1	537	358	0	0
AT1G71980.1	1952	1773	44	31.9471
AT1G14610.1	3632	3453	79	29.4522
AT1G69050.1	425	246	1	5.23301
AT1G69060.1	2309	2130	8.3701	5.05869
AT1G17270.1	1958	1779	5	3.6181
AT1G77680.1	3846	3667	15	5.26584
AT1G76180.1	1018	839	354	543.161
AT1G14600.1	942	763	4	6.74874
AT1G77690.1	1727	1548	28	23.2849
AT1G49770.1	1178	999	0	0
AT1G47980.1	1148	969	0	0
AT1G17260.1	2844	2665	1	0.483047
AT1G48000.1	905	726	0	0
AT1G69100.1	1104	925	0	0
AT1G47990.1	966	787	1	1.63573
AT1G69090.1	1206	1027	0	0
AT1G69080.1	883	704	2	3.65716
AT1G14590.1	1328	1149	4	4.48154
AT1G13180.1	1915	1736	6	4.44927
AT1G77730.1	798	619	0	0
AT1G07370.1	1025	846	5	7.60828
AT1G55675.1	870	691	16	29.8077
AT1G07420.1	1168	989	19	24.7312
AT1G42090.1	614	435	0	0
AT1G16225.1	669	490	0	0
AT1G49480.1	1598	1419	35	31.7521
AT1G49475.1	904	725	1	1.77562
AT1G13160.1	2654	2475	22	11.4429
AT1G76140.1	2629	2450	22.9367	12.0518
AT1G42080.1	456	277	0	0
AT1G17420.1	2957	2778	0	0
AT1G49470.1	1141	962	5	6.69086
AT1G16240.1	1088	909	46	65.145
AT1G73250.1	1254	1075	4	4.79003
AT1G16220.1	1476	1297	3	2.97761
AT1G16230.1	582	403	0	0
AT1G42070.1	1475	1296	0	0
AT1G49450.1	2017	1838	5	3.50196
AT1G76130.1	1491	1312	7	6.86833
AT1G62770.1	868	689	13	24.2891
AT1G07410.1	755	576	2	4.46987
AT1G13150.1	1822	1643	1	0.783519
AT1G70560.1	1399	1220	9	9.49663
AT1G76160.1	2008	1829	41	28.8574
AT1G55670.1	780	601	2054	4399.6
AT1G49510.1	1215	1036	14	17.3962
AT1G17220.1	3686	3507	135	49.5547
AT1G07380.1	2340	2161	11	6.55277
AT1G77740.1	2698	2519	28	14.3093
AT1G13130.1	1786	1607	0	0
AT1G76170.1	1139	960	1	1.34096
AT1G13140.1	1835	1656	0	0
AT1G16210.1	1034	855	33	49.6861
AT1G13145.1	475	296	2	8.69812
AT1G07400.1	816	637	418	844.742
AT1G77750.1	691	512	6	15.0858
AT1G42100.1	2791	2612	0	0
AT1G49490.1	2544	2365	3	1.63297
AT1G62766.1	2229	2050	0	0
AT1G49500.1	990	811	218	346.037
AT1G76150.1	1489	1310	32.0633	31.5082
AT1G48020.1	758	579	0	0
AT1G72020.1	628	449	88	252.304
AT1G72030.1	900	721	19	33.9239
