target_id	length	eff_length	est_counts	tpm
AT1G14910.1	2413	2234	30	17.4883
AT1G44100.1	2151	1972	17	11.2267
AT1G42450.1	3260	3081	0	0
AT1G15000.1	1471	1292	12	12.0957
AT1G31850.1	2324	2145	28	16.9997
AT1G79210.1	1061	882	44	64.9673
AT1G67160.1	1353	1174	0	0
AT1G42350.1	7480	7301	0	0
AT1G20960.1	7013	6834	91	17.3411
AT1G74780.1	1976	1797	6	4.34824
AT1G65620.1	1381	1202	3	3.25033
AT1G12680.1	1933	1754	12	8.90968
AT1G74790.1	2458	2279	24	13.7144
AT1G77510.1	1798	1619	16	12.8702
AT1G43980.1	1866	1687	0	0
AT1G77300.1	5791	5612	20	4.64112
AT1G80340.1	1083	904	0	0
AT1G65985.1	1456	1277	8	8.15849
AT1G43995.1	494	315	0	0
AT1G51340.2	1870	1691	8	6.16108
AT1G31860.1	1065	886	15	22.0479
AT1G73450.1	3721	3542	6.65747	2.44777
AT1G21070.1	1663	1484	10	8.7756
AT1G51350.1	2441	2262	7	4.0301
AT1G14950.1	845	666	0	0
AT1G09440.1	1593	1414	5	4.60502
AT1G09390.1	1341	1162	8	8.96591
AT1G22840.1	730	551	71	167.81
AT1G09430.1	1838	1659	74	58.0893
AT1G44010.1	778	599	0	0
AT1G80360.1	1492	1313	33	32.731
AT1G73445.1	735	556	0	0
AT1G74720.1	3757	3578	34	12.3751
AT1G65980.1	890	711	122.978	225.251
AT1G44000.1	1108	929	40	56.0731
AT1G65940.1	450	271	0	0
AT1G75260.1	1633	1454	1	0.895666
AT1G31900.1	258	79.0036	0	0
AT1G14970.1	1825	1646	3	2.37357
AT1G42320.1	4574	4395	0	0
AT1G14960.1	688	509	0	0
AT1G12670.1	305	126	0	0
AT1G73460.1	3703	3524	29.3425	10.8436
AT1G09450.1	2096	1917	0	0
AT1G51355.1	750	571	0	0
AT1G36750.1	1078	899	0	0
AT1G12660.1	414	235	0	0
AT1G75130.1	1660	1481	16	14.0694
AT1G21120.1	1358	1179	1.68038	1.85612
AT1G09740.1	843	664	21	41.1872
AT1G21110.1	1385	1206	3.96182	4.27817
AT1G50900.1	793	614	74	156.955
AT1G37000.1	660	481	0	0
AT1G77330.1	1239	1060	20	24.5717
AT1G80400.1	1747	1568	16	13.2888
AT1G74740.1	2047	1868	17	11.8518
AT1G17370.1	1772	1593	40	32.7005
AT1G09750.1	1578	1399	116	107.982
AT1G75220.1	1944	1765	42	30.9895
AT1G65560.1	1399	1220	5	5.33729
AT1G65570.1	1194	1015	0	0
AT1G49660.1	1103	924	10	14.0941
AT1G36680.1	1123	944	0	0
AT1G21100.1	1384	1205	39.9874	43.2163
AT1G29020.1	1695	1516	0	0
AT1G42310.1	1598	1419	0	0
AT1G77310.1	2480	2301	2	1.13194
AT1G44075.1	267	88.0006	0	0
AT1G12610.1	1074	895	0	0
AT1G70820.1	2154	1975	23	15.166
AT1G70790.2	872	693	12	22.5506
AT1G12640.1	1795	1616	23	18.5352
AT1G12620.1	2407	2228	6	3.50709
AT1G12630.1	587	408	0	0
AT1G65610.1	2115	1936	3	2.01802
AT1G75170.1	1294	1115	8	9.34385
AT1G49680.1	300	121	0	0
AT1G50880.1	840	661	0	0
AT1G36675.1	807	628	0	0
AT1G23180.1	2978	2799	8	3.72218
AT1G09770.1	2934	2755	94	44.4341
AT1G75200.1	2279	2100	14	8.68199
AT1G80390.1	540	361	0	0
AT1G74750.1	2568	2389	3	1.63537
AT1G75210.1	2274	2095	26	16.1622
AT1G44080.1	1044	865	0	0
AT1G65585.1	836	657	0	0
AT1G21140.1	899	720	1	1.80875
AT1G09780.1	1911	1732	66	49.6257
AT1G09790.1	1451	1272	0	0
AT1G09760.1	1190	1011	32	41.2201
AT1G75190.1	846	667	8	15.6198
AT1G49730.1	2237	2058	21	13.2888
AT1G79220.1	1591	1412	6	5.53385
AT1G50870.1	1191	1012	0	0
AT1G65590.1	1922	1743	32	23.9091
AT1G75180.1	1543	1364	40	38.1906
AT1G09800.1	1442	1263	3	3.09335
AT1G50890.1	2877	2698	1	0.48269
AT1G70810.1	720	541	9	21.6649
AT1G21130.1	1365	1186	87.3703	95.9378
AT1G65580.1	3729	3550	33	12.1059
AT1G70800.1	717	538	1	2.42063
AT1G09795.1	1516	1337	36	35.0656
AT1G80380.2	1704	1525	104	88.8125
AT1G55890.1	1455	1276	19	19.3916
AT1G65520.1	962	783	11	18.2954
AT1G49650.1	1383	1204	7	7.5715
AT1G36690.1	2077	1898	0	0
AT1G75230.2	1436	1257	3	3.10811
AT1G44050.1	2253	2074	0	0
AT1G09370.1	540	361	0	0
AT1G50910.1	1927	1748	0	0
AT1G75140.1	2227	2048	7	4.45122
AT1G80370.1	1588	1409	2	1.84854
AT1G36740.1	1888	1709	0	0
AT1G36730.1	2286	2107	30	18.5425
AT1G75150.1	2738	2559	0	0
AT1G12580.1	1972	1793	32	23.2424
AT1G36720.1	4404	4225	0	0
AT1G36975.1	4391	4212	0	0
AT1G73850.1	2091	1912	3	2.04336
AT1G17380.1	1133	954	2	2.73019
AT1G31885.1	972	793	1	1.64224
AT1G77360.1	1554	1375	2	1.89425
AT1G44030.1	2407	2228	0	0
AT1G65540.1	2211	2032	23	14.7406
AT1G09380.1	1568	1389	0	0
AT1G44045.1	5031	4852	0	0
AT1G44040.1	1401	1222	0	0
AT1G77470.1	1468	1289	13	13.1341
AT1G36745.1	333	154	0	0
AT1G23190.1	2112	1933	56	37.7283
AT1G12570.1	2027	1848	3	2.11412
AT1G36970.1	1320	1141	0	0
AT1G15980.1	1566	1387	88	82.626
AT1G77490.1	1596	1417	68	62.4956
AT1G10960.1	654	475	113	309.81
AT1G67130.1	1176	997	0	0
AT1G55900.1	1534	1355	14	13.4555
AT1G15990.1	2130	1951	0	0
AT1G75160.1	1465	1286	0	0
AT1G44060.1	2523	2344	0	0
AT1G49640.1	1192	1013	0	0
AT1G36700.1	564	385	0	0
AT1G36990.1	2837	2658	23	11.2689
AT1G44070.1	3855	3676	0	0
AT1G12600.1	1279	1100	0	0
AT1G42300.1	1052	873	0	0
AT1G09730.1	3386	3207	21	8.52768
AT1G77340.1	1486	1307	0	0
AT1G12650.1	1203	1024	19	24.1637
AT1G70840.1	756	577	0	0
AT1G49700.1	840	661	5	9.85097
AT1G36980.1	678	499	54	140.93
AT1G65550.1	1626	1447	0	0
AT1G21090.1	1313	1134	8	9.18729
AT1G28520.1	2129	1950	20	13.3569
AT1G42290.1	3130	2951	0	0
AT1G79600.1	2490	2311	41	23.1044
AT1G36710.1	1294	1115	0	0
AT1G65950.1	1837	1658	9	7.06917
AT1G70850.1	1282	1103	575.769	679.804
AT1G09720.1	2787	2608	0	0
AT1G44085.1	273	94.0001	0	0
AT1G77350.1	813	634	26	53.4066
AT1G80420.1	1510	1331	21	20.5472
AT1G36880.1	1883	1704	0	0
AT1G65930.1	1703	1524	327	279.43
AT1G74930.1	918	739	1	1.76224
AT1G43845.1	597	418	0	0
AT1G51050.1	612	433	0	0
AT1G77410.1	2638	2459	2	1.05921
AT1G74840.1	1190	1011	33	42.5083
AT1G51140.1	1625	1446	19	17.1118
AT1G43850.1	3688	3509	31	11.5051
AT1G09550.1	1240	1061	0	0
AT1G51150.1	660	481	0	0
AT1G09640.1	1795	1616	130.845	105.445
AT1G43840.1	2143	1964	0	0
AT1G36840.1	3210	3031	0	0
AT1G10920.1	2847	2668	7	3.41683
AT1G36850.1	1896	1717	0	0
AT1G09540.1	1498	1319	2	1.97468
AT1G71015.1	840	661	1	1.97019
AT1G09630.1	938	759	4	6.86323
AT1G42393.1	657	478	0	0
AT1G77400.1	1054	875	0	0
AT1G74860.1	1598	1419	2	1.83552
AT1G73840.1	1455	1276	20	20.4122
AT1G36925.1	525	346	0	0
AT1G74920.1	1843	1664	90	70.4368
AT1G09580.1	921	742	13	22.8166
AT1G79190.1	4067	3888	3	1.00486
AT1G09575.1	1152	973	7	9.36905
AT1G77405.1	1377	1198	1	1.08706
AT1G36927.1	1317	1138	0	0
AT1G09570.1	3829	3650	177	63.1526
AT1G09560.1	942	763	74	126.304
AT1G74850.1	2977	2798	23	10.7051
AT1G73580.1	507	328	1	3.97042
AT1G43766.1	349	170	0	0
AT1G09590.1	708	529	106.609	262.452
AT1G36830.1	774	595	0	0
AT1G74940.1	1207	1028	18	22.8029
AT1G51010.1	249	70.019	0	0
AT1G65730.1	2371	2192	2	1.18823
AT1G09645.1	751	572	21	47.8117
AT1G36933.1	1802	1623	0	0
AT1G51172.1	2046	1867	0	0
AT1G51175.1	5622	5443	0	0
AT1G70985.1	614	435	0	0
AT1G42440.1	2741	2562	22	11.1829
AT1G51190.1	2136	1957	0	0
AT1G70970.1	1209	1030	0	0
AT1G80470.1	1565	1386	0	0
AT1G51030.1	463	284	0	0
AT1G65710.1	1642	1463	1	0.890156
AT1G09650.1	1478	1299	1	1.00254
AT1G65720.1	815	636	68	139.239
AT1G70980.1	1945	1766	29.303	21.6088
AT1G43860.1	1373	1194	8	8.72562
AT1G43886.1	6269	6090	4	0.855368
AT1G36800.1	2383	2204	0	0
AT1G71010.1	5205	5026	49	12.6965
AT1G51040.1	1578	1399	0	0
AT1G51160.1	845	666	25	48.8851
AT1G43870.1	888	709	0	0
AT1G20990.1	960	781	0	0
AT1G36810.1	3009	2830	0	0
AT1G65750.1	3668	3489	0	0
AT1G43880.1	1230	1051	0	0
AT1G71000.1	498	319	0	0
AT1G73830.1	939	760	22	37.6981
AT1G51170.1	1435	1256	10	10.3686
AT1G43883.1	5161	4982	0	0
AT1G70990.1	780	601	0	0
AT1G65740.1	1116	937	0	0
AT1G10870.1	2769	2590	25	12.5704
AT1G21000.1	1296	1117	34	39.6402
AT1G79580.1	1534	1355	0	0
AT1G43835.1	783	604	0	0
AT1G21040.1	3352	3173	0	0
AT1G43785.1	5051	4872	0	0
AT1G51130.1	1559	1380	3	2.83108
AT1G31800.1	2070	1891	45	30.9907
AT1G10900.1	2644	2465	27	14.2645
AT1G74900.1	1648	1469	1.2026	1.06613
AT1G21050.1	904	725	46	82.6286
AT1G74890.1	621	442	0	0
AT1G74910.1	1969	1790	99.7974	72.6067
AT1G10910.1	2213	2034	30	19.2079
AT1G42420.1	4887	4708	0	0
AT1G31770.1	2456	2277	8	4.57549
AT1G77380.1	1882	1703	6	4.58825
AT1G51120.1	1059	880	0	0
AT1G51080.1	1009	830	2	3.13807
AT1G51085.1	226	47.5399	0	0
AT1G65845.1	489	310	7	29.4067
AT1G21010.1	818	639	5	10.1901
AT1G43800.1	1401	1222	10	10.6571
AT1G73610.1	1035	856	0	0
AT1G51090.1	767	588	1	2.21479
AT1G42410.1	2347	2168	0	0
AT1G43790.1	523	344	9	34.0718
AT1G54500.1	835	656	51	101.246
AT1G31780.1	2295	2116	23	14.1554
AT1G21020.1	3048	2869	0	0
AT1G65840.1	2183	2004	24	15.5964
AT1G51110.1	1462	1283	45	45.6769
AT1G51100.1	886	707	11	20.2621
AT1G43810.1	354	175	0	0
AT1G31790.1	1329	1150	2	2.26487
AT1G36890.1	3810	3631	0	0
AT1G79170.1	255	76.0064	0	0
AT1G65810.1	3153	2974	0	0
AT1G36915.1	1302	1123	0	0
AT1G43775.1	4255	4076	0	0
AT1G74880.1	788	609	49	104.783
AT1G73590.1	2270	2091	13	8.09655
AT1G65760.1	1089	910	0	0
AT1G31814.1	1895	1716	2	1.51783
AT1G42396.1	945	766	0	0
AT1G09620.1	3720	3541	101	37.1455
AT1G36920.1	573	394	0	0
AT1G74870.1	1223	1044	0	0
AT1G43830.1	3745	3566	0	0
AT1G31812.1	641	462	295	831.554
AT1G10880.1	2017	1838	0	0
AT1G09600.1	2145	1966	1	0.66241
AT1G09610.1	1180	1001	2	2.60199
AT1G65770.1	1083	904	0	0
AT1G36910.1	1460	1281	0	0
AT1G79180.1	1112	933	2	2.79164
AT1G43777.1	726	547	0	0
AT1G51060.1	674	495	48.2514	126.945
AT1G77390.1	1477	1298	1	1.00331
AT1G43780.1	1440	1261	0	0
AT1G31810.1	4209	4030	13	4.20096
AT1G65800.1	2781	2602	11.9079	5.9599
AT1G31760.1	585	406	3	9.6229
AT1G77420.1	1565	1386	6	5.63766
AT1G42430.1	1540	1361	20	19.1374
AT1G65790.1	2532	2353	1.09208	0.604424
AT1G54490.1	3219	3040	36	15.422
AT1G22540.1	2048	1869	9	6.2711
AT1G73600.2	1759	1580	35	28.8484
AT1G51055.1	486	307	0	0
AT1G10890.1	1254	1075	21	25.4402
AT1G42400.1	657	478	0	0
AT1G65780.1	3198	3019	0	0
AT1G74950.1	1280	1101	12	14.194
AT1G70960.1	1110	931	0	0
AT1G73530.1	722	543	15	35.9751
AT1G10930.1	3916	3737	6	2.09093
AT1G70900.1	1191	1012	13	16.7291
AT1G75020.1	1345	1166	7	7.81826
AT1G65670.1	1449	1270	0	0
AT1G70895.1	856	677	1	1.92363
AT1G31820.1	1728	1549	6	5.04441
AT1G42367.1	453	274	0	0
AT1G73510.1	804	625	0	0
AT1G36756.1	390	211	0	0
AT1G20970.1	4673	4494	61	17.6769
AT1G80440.1	1465	1286	70	70.8872
AT1G10800.1	434	255	0	0
AT1G65900.1	1575	1396	1	0.932879
AT1G42365.1	5731	5552	0	0
AT1G79200.1	826	647	6	12.077
AT1G43930.1	3005	2826	0	0
AT1G74820.1	684	505	0	0
AT1G36763.1	315	136	0	0
AT1G70940.1	2563	2384	146	79.7549
AT1G23200.1	1905	1726	5	3.77259
AT1G15940.1	3289	3110	27	11.3061
AT1G42375.1	5735	5556	0	0
AT1G36770.1	4106	3927	0	0
AT1G50960.1	1011	832	0	0
AT1G79590.1	1139	960	20	27.1312
AT1G70910.1	486	307	0	0
AT1G10810.1	1253	1074	0	0
AT1G70920.1	1037	858	0	0
AT1G42370.1	1860	1681	0	0
AT1G51290.1	1134	955	0	0
AT1G75010.1	2493	2314	11	6.1907
AT1G43940.1	516	337	0	0
AT1G21060.1	1537	1358	14	13.4258
AT1G31830.1	1953	1774	12	8.80923
AT1G15950.1	1401	1222	54.4633	58.0421
AT1G70870.1	420	241	0	0
AT1G10790.1	1011	832	1	1.56526
AT1G43970.1	720	541	0	0
AT1G65920.1	3276	3097	6	2.52302
AT1G75060.1	1153	974	1	1.33706
AT1G22850.1	1283	1104	71	83.7529
AT1G65640.1	1572	1393	0	0
AT1G51310.1	1769	1590	14	11.4668
AT1G36936.1	972	793	0	0
AT1G70880.1	746	567	5	11.4841
AT1G31840.1	2523	2344	1	0.555588
AT1G65630.1	1680	1501	0	0
AT1G54450.1	1838	1659	3	2.35497
AT1G21065.1	799	620	41	86.1197
AT1G74800.1	2391	2212	5	2.94371
AT1G65650.1	1289	1110	23	26.9846
AT1G31835.1	626	447	3	8.74026
AT1G42360.1	1851	1672	0	0
AT1G74810.1	2052	1873	2	1.3906
AT1G43950.1	669	490	0	0
AT1G75030.1	909	730	2	3.56794
AT1G73500.1	1439	1260	8	8.26856
AT1G55610.1	3925	3746	6	2.0859
AT1G65890.1	1926	1747	0	0
AT1G65660.1	1857	1678	39	30.268
AT1G70890.1	818	639	123	250.677
AT1G51300.1	639	460	0	0
AT1G75040.1	980	801	5	8.1292
AT1G65910.1	2094	1915	2	1.3601
AT1G43960.1	4835	4656	0	0
AT1G70885.1	309	130	1	10.0177
AT1G75050.1	741	562	0	0
AT1G73480.1	2039	1860	35	24.5056
AT1G80450.1	854	675	4	7.71732
AT1G70950.1	1644	1465	7	6.22259
AT1G15900.1	342	163	1	7.98956
AT1G43890.1	994	815	49	78.2977
AT1G09510.1	1078	899	0	0
AT1G09665.1	498	319	0	0
AT1G77460.1	7084	6905	14	2.64043
AT1G15910.1	2453	2274	20.8132	11.9195
AT1G09500.1	1150	971	0	0
AT1G74970.1	958	779	102	170.519
AT1G42380.1	2287	2108	0	0
AT1G73810.1	1452	1273	1	1.02302
AT1G09520.1	1105	926	5	7.03185
AT1G51200.1	1035	856	150	228.207
AT1G74990.1	608	429	0	0
AT1G43895.1	1077	898	0	0
AT1G80460.1	1959	1780	71	51.9456
AT1G09490.1	1139	960	10	13.5656
AT1G09530.1	1957	1778	9	6.59206
AT1G20980.1	4014	3835	43.7371	14.8524
AT1G65680.1	822	643	0	0
AT1G65690.1	1026	847	12	18.4505
AT1G09660.1	1387	1208	14	15.0929
AT1G73820.1	863	684	10	19.0395
AT1G74960.2	2285	2106	82	50.7068
AT1G51000.1	219	41.1625	0	0
AT1G73570.1	1815	1636	1	0.796026
AT1G42390.1	3102	2923	0	0
AT1G50990.1	1524	1345	0	0
AT1G73540.1	946	767	4	6.79165
AT1G73550.1	509	330	0	0
AT1G10850.1	2743	2564	22	11.1742
AT1G77450.1	1117	938	14	19.4373
AT1G42385.1	318	139	0	0
AT1G77440.1	1002	823	16	25.3181
AT1G73560.1	532	353	0	0
AT1G09680.1	1824	1645	1	0.791671
AT1G22860.1	3255	3076	18	7.62073
AT1G51210.1	1302	1123	0	0
AT1G36795.1	2869	2690	0	0
AT1G65875.1	1618	1439	0	0
AT1G43910.1	1624	1445	5	4.50622
AT1G65870.1	570	391	1	3.33069
AT1G09470.1	1214	1035	2.57233	3.23666
AT1G15930.2	825	646	119	239.897
AT1G65880.1	1748	1569	0	0
AT1G51250.1	672	493	0	0
AT1G50970.1	1710	1531	11	9.35681
AT1G36790.1	2759	2580	0	0
AT1G74830.1	1711	1532	0	0
AT1G73805.1	1690	1511	5	4.30939
AT1G51260.1	1344	1165	0	0
AT1G09460.1	1263	1084	11.4277	13.729
AT1G43920.1	686	507	0	0
AT1G31817.1	1216	1037	15	18.8375
AT1G51240.1	384	205	0	0
AT1G65860.1	1591	1412	13	11.99
AT1G54460.1	1465	1286	28	28.3549
AT1G51220.1	1303	1124	0	0
AT1G09483.1	339	160	0	0
AT1G15920.2	1629	1450	13	11.6758
AT1G75000.1	846	667	2	3.90494
AT1G43897.1	510	331	0	0
AT1G09486.1	1302	1123	1.00992	1.17116
AT1G09690.1	759	580	283.391	636.31
AT1G36775.1	2223	2044	0	0
AT1G51230.1	409	230	0	0
AT1G09700.1	1688	1509	16	13.8083
AT1G42377.1	2121	1942	0	0
AT1G10830.1	1308	1129	14	16.149
AT1G43900.1	1249	1070	15	18.2565
AT1G49710.1	2004	1825	13	9.27665
AT1G50980.1	1113	934	0	0
AT1G09480.1	1110	931	1	1.39882
AT1G49630.1	3582	3403	10	3.82691
AT1G42280.1	370	191	0	0
AT1G14550.1	966	787	0	0
AT1G21340.1	783	604	0	0
AT1G07440.1	1005	826	16	25.2261
AT1G47950.1	6466	6287	0	0
AT1G14560.1	1826	1647	9	7.11639
AT1G07450.1	975	796	0	0
AT1G69190.1	1699	1520	0	0
AT1G07430.1	1817	1638	2	1.59011
AT1G16280.1	1476	1297	6	6.02451
AT1G49430.1	2327	2148	28	16.976
AT1G07460.1	777	598	0	0
AT1G47930.1	1041	862	0	0
AT1G47920.1	1140	961	0	0
AT1G14570.2	1793	1614	40	32.2751
AT1G14540.1	1219	1040	0	0
AT1G07470.1	1538	1359	12.4655	11.9454
AT1G47940.1	843	664	0	0
AT1G23120.1	713	534	0	0
AT1G13200.1	1308	1129	0	0
AT1G23130.1	772	593	332	729.111
AT1G69180.1	934	755	0	0
AT1G16270.1	3953	3774	18	6.21128
AT1G13195.1	1224	1045	7	8.72353
AT1G42060.1	2727	2548	0	0
AT1G69110.1	259	80.003	0	0
AT1G69120.1	1228	1049	0	0
AT1G55680.1	1960	1781	64	46.7979
AT1G13190.1	2179	2000	28	18.2322
AT1G70530.1	1941	1762	28	20.6949
AT1G21323.1	387	208	0	0
AT1G73240.1	2022	1843	14	9.89266
AT1G73230.1	901	722	95	171.355
AT1G17580.1	4960	4781	28	7.62693
AT1G16250.1	1824	1645	19	15.0417
AT1G69160.1	1375	1196	57	62.0661
AT1G69170.1	1829	1650	3	2.36782
AT1G21330.1	981	802	0	0
AT1G70520.1	2194	2015	13	8.40193
AT1G16260.1	2387	2208	15	8.84714
AT1G21326.1	720	541	0	0
AT1G69150.1	1554	1375	0	0
AT1G14580.1	1950	1771	22	16.1776
AT1G69140.1	353	174	0	0
AT1G70540.1	741	562	0	0
AT1G13210.1	4065	3886	23	7.70789
AT1G73220.1	1857	1678	5	3.88051
AT1G07500.1	225	46.6066	0	0
AT1G76070.1	1230	1051	4	4.95642
AT1G07490.1	642	463	0	0
AT1G70505.1	1077	898	3	4.35066
AT1G13245.1	579	400	121	393.945
AT1G21380.1	1956	1777	21	15.3901
AT1G76080.1	1257	1078	139	167.922
AT1G21370.1	1612	1433	4	3.63517
AT1G13250.1	1441	1262	6	6.19159
AT1G13260.1	1575	1396	18	16.7918
AT1G21395.1	375	196	0	0
AT1G73177.1	432	253	5	25.7371
AT1G73175.1	1536	1357	0	0
AT1G70510.1	1368	1189	1	1.09529
AT1G55860.1	12134	11955	47.2954	5.15205
AT1G73180.1	1912	1733	19	14.2779
AT1G21390.1	1164	985	9	11.8992
AT1G70500.1	1407	1228	2	2.12101
AT1G76060.1	751	572	3.94551	8.98293
AT1G73190.1	1179	1000	0	0
AT1G42040.1	570	391	0	0
AT1G76090.1	1373	1194	24	26.1769
AT1G47910.1	3429	3250	0	0
AT1G73210.1	1814	1635	3	2.38954
AT1G49800.1	575	396	0	0
AT1G47900.1	3391	3212	17	6.89261
AT1G47915.1	222	43.8484	0	0
AT1G14530.1	1454	1275	4	4.08564
AT1G42050.1	3209	3030	0	0
AT1G07473.1	924	745	0	0
AT1G16290.1	1445	1266	0	0
AT1G47890.1	3060	2881	0	0
AT1G13230.1	1428	1249	0	0
AT1G76110.1	1383	1204	23	24.8778
AT1G76100.1	782	603	167	360.67
AT1G73200.1	2485	2306	21	11.8596
AT1G07476.1	747	568	0	0
AT1G17430.1	1136	957	13	17.6906
AT1G07480.1	1972	1793	11.5345	8.37779
AT1G21360.1	1055	876	2	2.97328
AT1G17560.1	880	701	1	1.85777
AT1G76120.1	1714	1535	6	5.09042
AT1G72010.1	1709	1530	41	34.8982
AT1G49440.1	2074	1895	0	0
AT1G71990.1	1432	1253	4	4.15738
AT1G07350.1	1456	1277	25	25.4953
AT1G62760.1	939	760	0	0
AT1G76200.1	559	380	106	363.273
AT1G07340.1	1686	1507	0	0
AT1G76190.1	372	193	0	0
AT1G17240.1	2302	2123	0	0
AT1G47960.1	1528	1349	10	9.65381
AT1G76185.1	854	675	5	9.64666
AT1G17230.1	3577	3398	11.5775	4.43713
AT1G77700.1	1071	892	1	1.45998
AT1G13120.1	2427	2248	11	6.37246
AT1G49780.1	1414	1235	14	14.7629
AT1G70580.1	1795	1616	16	12.894
AT1G76210.1	1032	853	0	0
AT1G07360.1	1689	1510	24	20.6988
AT1G49520.1	1337	1158	4	4.49844
AT1G77720.1	2753	2574	9	4.55349
AT1G72000.1	1500	1321	0	0
AT1G77710.1	647	468	54	150.265
AT1G07330.1	2058	1879	0	0
AT1G17250.1	2271	2092	0	0
AT1G47970.1	924	745	40	69.9221
AT1G69070.1	2815	2636	13.5975	6.71774
AT1G71970.1	1000	821	21	33.3109
AT1G48010.1	537	358	0	0
AT1G71980.1	1952	1773	32	23.5045
AT1G14610.1	3632	3453	71	26.7776
AT1G69050.1	425	246	0	0
AT1G69060.1	2309	2130	7.40253	4.52597
AT1G17270.1	1958	1779	1	0.73204
AT1G77680.1	3846	3667	20	7.1028
AT1G76180.1	1018	839	356	552.584
AT1G14600.1	942	763	1	1.70681
AT1G77690.1	1727	1548	20	16.8256
AT1G49770.1	1178	999	0	0
AT1G47980.1	1148	969	0	0
AT1G17260.1	2844	2665	1	0.488667
AT1G48000.1	905	726	3	5.3814
AT1G69100.1	1104	925	0	0
AT1G47990.1	966	787	0	0
AT1G69090.1	1206	1027	0	0
AT1G69080.1	883	704	1	1.84986
AT1G14590.1	1328	1149	5	5.6671
AT1G13180.1	1915	1736	4	3.00069
AT1G77730.1	798	619	0	0
AT1G07370.1	1025	846	10	15.3936
AT1G55675.1	870	691	7	13.1926
AT1G07420.1	1168	989	11	14.4846
AT1G42090.1	614	435	0	0
AT1G16225.1	669	490	0	0
AT1G49480.1	1598	1419	28	25.6972
AT1G49475.1	904	725	3	5.38882
AT1G13160.1	2654	2475	14	7.36654
AT1G76140.1	2629	2450	26.3646	14.0141
AT1G42080.1	456	277	0	0
AT1G17420.1	2957	2778	1	0.46879
AT1G49470.1	1141	962	9	12.1837
AT1G16240.1	1088	909	54	77.3643
AT1G73250.1	1254	1075	7	8.48008
AT1G16220.1	1476	1297	5	5.02043
AT1G16230.1	582	403	0	0
AT1G42070.1	1475	1296	0	0
AT1G49450.1	2017	1838	1	0.708541
AT1G76130.1	1491	1312	6	5.95563
AT1G62770.1	868	689	16	30.2421
AT1G07410.1	755	576	3	6.7828
AT1G13150.1	1822	1643	0	0
AT1G70560.1	1399	1220	4	4.26983
AT1G76160.1	2008	1829	51	36.3134
AT1G55670.1	780	601	1856	4021.74
AT1G49510.1	1215	1036	15	18.8557
AT1G17220.1	3686	3507	144	53.4733
AT1G07380.1	2340	2161	11	6.62901
AT1G77740.1	2698	2519	24	12.4078
AT1G13130.1	1786	1607	0	0
AT1G76170.1	1139	960	2	2.71312
AT1G13140.1	1835	1656	1	0.786412
AT1G16210.1	1034	855	38	57.8799
AT1G13145.1	475	296	7	30.7976
AT1G07400.1	816	637	2	4.08885
AT1G77750.1	691	512	11	27.9791
AT1G42100.1	2791	2612	0	0
AT1G49490.1	2544	2365	3	1.65196
AT1G62766.1	2229	2050	0	0
AT1G49500.1	990	811	226	362.909
AT1G76150.1	1489	1310	27.6354	27.473
AT1G48020.1	758	579	0	0
AT1G72020.1	628	449	84	243.637
AT1G72030.1	900	721	14	25.2873
